purchase_id,customer_id,product_id,purchased_at,quantity,rating,review,is_holdout
O0762,C153,P170,2026-01-08,1,5,두 통째 쓰는 중이에요. 꾸덕한 제형이라 아침에 쓰기 좋아요. 광주 사는 이다은입니다. 배송 빨랐어요.,1
O0763,C154,P168,2025-08-22,1,4,재구매입니다. 꾸덕한 제형이라 아침에 쓰기 좋아요.,0
O0764,C154,P025,2026-01-03,3,3,무난해요. 꾸덕한 제형이라 아침에 쓰기 좋아요.,0
O0765,C154,P072,2026-02-04,1,5,친구가 좋다고 해서 샀는데 만족해요. 향이 세지 않아서 좋아요. 궁금하신 분은 010-5271-4229으로 문자주세요.,0
O0766,C154,P156,2026-06-11,2,5,재구매입니다. 약산성 아미노산 들어간 거 찾다가 샀는데 만족합니다.,0
O0767,C154,P079,2026-07-17,1,2,환불 고민 중입니다. 생각보다 끈적여서 아침엔 못 쓰겠어요.,1
O0768,C155,P191,2025-10-14,3,2,광고를 너무 믿었나 봐요. 생각보다 끈적여서 아침엔 못 쓰겠어요.,0
O0769,C155,P168,2025-10-22,1,1,다음엔 다른 거 살 것 같아요. 생각보다 끈적여서 아침엔 못 쓰겠어요.,0
O0770,C155,P091,2025-12-01,2,4,고민하다 샀는데 잘 산 것 같아요. 쌀겨 들어간 거 찾다가 샀는데 만족합니다.,0
O0771,C155,P047,2025-12-18,1,4,두 통째 쓰는 중이에요. 올라오던 게 덜하다는 게 느껴져요.,0
O0772,C155,P080,2026-03-15,1,5,고민하다 샀는데 잘 산 것 같아요. 향이 세지 않아서 좋아요.,0
O0773,C155,P107,2026-05-12,1,4,고민하다 샀는데 잘 산 것 같아요. 촉촉하게 감싸는 제형이라 아침에 쓰기 좋아요.,0
O0774,C155,P113,2026-06-24,1,4,고민하다 샀는데 잘 산 것 같아요. 향이 세지 않아서 좋아요.,0
O0775,C155,P169,2026-07-27,1,4,친구가 좋다고 해서 샀는데 만족해요. 녹차 들어간 거 찾다가 샀는데 만족합니다. 샘플 문의는 yeji68@example.com 로 주세요.,1
O0776,C156,P165,2025-08-15,1,5,재구매입니다. 쌀겨 들어간 거 찾다가 샀는데 만족합니다. 저는 한태윤인데 벌써 세 번째 재구매예요.,0
O0777,C156,P161,2025-08-26,1,4,재구매입니다. 눈가가 덜 접힌다는 게 느껴져요.,0
O0778,C156,P123,2025-11-06,2,3,가격 생각하면 이 정도는 하는 것 같아요. 녹차 들어간 거 찾다가 샀는데 만족합니다. 김유진 언니가 쓰는 거 보고 따라 샀습니다.,0
O0779,C156,P037,2026-01-28,1,3,"무난해요. 건성인데 자극 없이 잘 썼어요. 한태윤이라고 하고요, 매장 직원분이 친절했어요.",0
O0780,C156,P132,2026-01-31,1,5,친구가 좋다고 해서 샀는데 만족해요. 가볍게 스미는 제형이라 아침에 쓰기 좋아요. 재고 문의는 010 7947 9964 로 부탁드려요.,0
O0781,C156,P186,2026-02-16,1,4,친구가 좋다고 해서 샀는데 만족해요. 나이아신아마이드 들어간 거 찾다가 샀는데 만족합니다. 재고 문의는 010 7947 9964 로 부탁드려요.,0
O0782,C156,P042,2026-02-17,1,5,"친구가 좋다고 해서 샀는데 만족해요. 속건조가 덜하다는 게 느껴져요. 한태윤이라고 하고요, 매장 직원분이 친절했어요.",0
O0783,C156,P116,2026-02-21,1,4,두 통째 쓰는 중이에요. 건성인데 자극 없이 잘 썼어요. 공구 원하시면 01079479964 연락주세요.,1
O0784,C157,P037,2025-08-18,1,4,고민하다 샀는데 잘 산 것 같아요. 녹차 들어간 거 찾다가 샀는데 만족합니다.,0
O0785,C157,P080,2025-09-25,1,4,재구매입니다. 탱탱한 느낌이 오래간다는 게 느껴져요.,0
O0786,C157,P039,2025-10-25,1,3,기대가 컸나 봐요. 향이 세지 않아서 좋아요. 샘플 문의는 gaeun13@example.com 로 주세요.,0
O0787,C157,P137,2026-02-05,1,3,가격 생각하면 이 정도는 하는 것 같아요. 속건조가 덜하다는 게 느껴져요.,0
O0788,C157,P055,2026-03-19,3,4,샘플 써보고 본품 구매했어요. 물처럼 묽은 제형이라 아침에 쓰기 좋아요.,1
O0789,C158,P137,2025-09-08,1,5,재구매입니다. 레티놀 들어간 거 찾다가 샀는데 만족합니다. 재고 문의는 010 1395 8728 로 부탁드려요.,0
O0790,C158,P022,2025-10-31,1,5,두 통째 쓰는 중이에요. 산뜻한 제형이라 아침에 쓰기 좋아요. 공구 원하시면 01013958728 연락주세요.,0
O0791,C158,P034,2025-11-21,1,2,환불 고민 중입니다. 용량 대비 가격이 아쉬워요.,0
O0792,C158,P149,2026-04-12,1,3,기대가 컸나 봐요. 물처럼 묽은 제형이라 아침에 쓰기 좋아요.,0
O0793,C158,P082,2026-06-13,1,4,"두 통째 쓰는 중이에요. 지성인데 자극 없이 잘 썼어요. 강가은이라고 하고요, 매장 직원분이 친절했어요.",1
O0794,C159,P199,2025-12-14,1,4,두 통째 쓰는 중이에요. 약산성 아미노산 들어간 거 찾다가 샀는데 만족합니다.,0
O0795,C159,P123,2026-01-06,1,3,가격 생각하면 이 정도는 하는 것 같아요. 녹차 들어간 거 찾다가 샀는데 만족합니다.,0
O0796,C159,P154,2026-02-23,1,5,샘플 써보고 본품 구매했어요. 젤 같은 제형이라 아침에 쓰기 좋아요.,0
O0797,C159,P066,2026-04-30,1,3,나쁘진 않은데 특별하진 않네요. 약산성 아미노산 들어간 거 찾다가 샀는데 만족합니다. 공구 원하시면 01011401519 연락주세요.,1
O0798,C160,P057,2025-09-21,1,4,재구매입니다. 탱탱한 느낌이 오래간다는 게 느껴져요.,0
O0799,C160,P135,2025-09-22,1,5,고민하다 샀는데 잘 산 것 같아요. 향이 세지 않아서 좋아요.,0
O0800,C160,P029,2025-11-16,1,3,무난해요. 콜라겐 들어간 거 찾다가 샀는데 만족합니다.,0
O0801,C160,P195,2026-03-22,1,5,재구매입니다. 히알루론산 들어간 거 찾다가 샀는데 만족합니다.,0
O0802,C160,P091,2026-05-15,1,5,두 통째 쓰는 중이에요. 올라오던 게 덜하다는 게 느껴져요. 카톡 아이디 jungwoo49 입니다.,0
O0803,C160,P126,2026-05-17,1,2,환불 고민 중입니다. 향이 저한테는 좀 강했어요.,0
O0804,C160,P139,2026-06-08,1,5,친구가 좋다고 해서 샀는데 만족해요. 히알루론산 들어간 거 찾다가 샀는데 만족합니다.,0
O0805,C160,P093,2026-08-05,1,4,재구매입니다. 가볍게 스미는 제형이라 아침에 쓰기 좋아요. 용인 사는 김현우입니다. 배송 빨랐어요.,1
O0806,C161,P136,2025-09-05,1,4,"고민하다 샀는데 잘 산 것 같아요. 산뜻한 제형이라 아침에 쓰기 좋아요. 정시우이라고 하고요, 매장 직원분이 친절했어요.",0
O0807,C161,P059,2026-02-04,1,5,샘플 써보고 본품 구매했어요. 향이 세지 않아서 좋아요.,0
O0808,C161,P002,2026-03-25,1,1,광고를 너무 믿었나 봐요. 향이 저한테는 좀 강했어요. 천안 사는 정시우입니다. 배송 빨랐어요.,1
O0809,C162,P118,2026-03-30,1,3,나쁘진 않은데 특별하진 않네요. 히알루론산 들어간 거 찾다가 샀는데 만족합니다.,0
O0810,C162,P031,2026-06-13,1,5,고민하다 샀는데 잘 산 것 같아요. 젤 같은 제형이라 아침에 쓰기 좋아요. 대구 사는 조유진입니다. 배송 빨랐어요.,1
O0811,C163,P109,2025-07-20,1,5,재구매입니다. 얼굴이 한 톤 밝아 보인다는 게 느껴져요. 재고 문의는 010 5314 6472 로 부탁드려요.,0
O0812,C163,P185,2025-11-04,1,5,친구가 좋다고 해서 샀는데 만족해요. 알로에 들어간 거 찾다가 샀는데 만족합니다. 샘플 문의는 jaemin24@example.com 로 주세요.,0
O0813,C163,P077,2025-12-18,1,2,환불 고민 중입니다. 용량 대비 가격이 아쉬워요. 송하윤 언니가 쓰는 거 보고 따라 샀습니다.,1
O0814,C164,P131,2025-10-24,1,3,기대가 컸나 봐요. 올라오던 게 덜하다는 게 느껴져요.,0
O0815,C164,P196,2026-06-17,1,5,두 통째 쓰는 중이에요. 쌀겨 들어간 거 찾다가 샀는데 만족합니다.,0
O0816,C164,P101,2026-08-02,1,5,샘플 써보고 본품 구매했어요. 젤 같은 제형이라 아침에 쓰기 좋아요. 저는 정은수인데 벌써 세 번째 재구매예요.,1
O0817,C165,P163,2025-07-21,1,5,두 통째 쓰는 중이에요. 민감성인데 자극 없이 잘 썼어요.,0
O0818,C165,P153,2025-11-02,1,2,다음엔 다른 거 살 것 같아요. 얼굴이 한 톤 밝아 보인다는 잘 모르겠어요.,0
O0819,C165,P142,2025-12-04,1,4,두 통째 쓰는 중이에요. 어성초 들어간 거 찾다가 샀는데 만족합니다.,0
O0820,C165,P161,2025-12-11,1,4,친구가 좋다고 해서 샀는데 만족해요. 눈가가 덜 접힌다는 게 느껴져요.,0
O0821,C165,P089,2026-07-22,1,5,샘플 써보고 본품 구매했어요. 민감성인데 자극 없이 잘 썼어요.,0
O0822,C165,P143,2026-07-31,1,3,기대가 컸나 봐요. 속건조가 덜하다는 게 느껴져요.,1
O0823,C166,P169,2025-11-06,1,4,재구매입니다. 눈가가 덜 접힌다는 게 느껴져요.,0
O0824,C166,P196,2026-01-19,1,4,고민하다 샀는데 잘 산 것 같아요. 물처럼 묽은 제형이라 아침에 쓰기 좋아요. 인천 불당동 사는데 근처 매장에도 있더라고요.,0
O0825,C166,P191,2026-01-25,1,3,기대가 컸나 봐요. 복합성인데 자극 없이 잘 썼어요.,0
O0826,C166,P029,2026-04-05,1,5,고민하다 샀는데 잘 산 것 같아요. 콜라겐 들어간 거 찾다가 샀는데 만족합니다.,1
O0827,C167,P158,2025-11-15,1,4,친구가 좋다고 해서 샀는데 만족해요. 어성초 들어간 거 찾다가 샀는데 만족합니다. 대전 영통동 사는데 근처 매장에도 있더라고요.,0
O0828,C167,P109,2025-12-09,1,4,두 통째 쓰는 중이에요. 꾸덕한 제형이라 아침에 쓰기 좋아요.,0
O0829,C167,P138,2026-05-19,1,4,고민하다 샀는데 잘 산 것 같아요. 복합성인데 자극 없이 잘 썼어요.,0
O0830,C167,P117,2026-06-01,1,5,샘플 써보고 본품 구매했어요. 탱탱한 느낌이 오래간다는 게 느껴져요. 카톡 아이디 hyewon88 입니다.,1
O0831,C168,P123,2025-09-10,1,1,광고를 너무 믿었나 봐요. 생각보다 끈적여서 아침엔 못 쓰겠어요.,0
O0832,C168,P080,2025-11-17,1,4,두 통째 쓰는 중이에요. 촉촉하게 감싸는 제형이라 아침에 쓰기 좋아요.,0
O0833,C168,P085,2025-12-05,1,5,두 통째 쓰는 중이에요. 탱탱한 느낌이 오래간다는 게 느껴져요.,0
O0834,C168,P179,2026-02-15,1,4,친구가 좋다고 해서 샀는데 만족해요. 결이 정돈된 느낌이 든다는 게 느껴져요.,0
O0835,C168,P100,2026-07-31,1,4,두 통째 쓰는 중이에요. 올라오던 게 덜하다는 게 느껴져요. 샘플 문의는 jieun57@example.com 로 주세요.,1
O0836,C169,P137,2025-08-24,1,4,친구가 좋다고 해서 샀는데 만족해요. 향이 세지 않아서 좋아요. 송민준님이 추천해줘서 샀어요.,0
O0837,C169,P176,2025-10-02,1,5,재구매입니다. 물처럼 묽은 제형이라 아침에 쓰기 좋아요.,0
O0838,C169,P105,2026-02-16,1,4,친구가 좋다고 해서 샀는데 만족해요. 지성인데 자극 없이 잘 썼어요. 장준서님이 추천해줘서 샀어요.,0
O0839,C169,P141,2026-06-16,1,4,두 통째 쓰는 중이에요. 지성인데 자극 없이 잘 썼어요.,0
O0840,C169,P183,2026-07-02,1,2,다음엔 다른 거 살 것 같아요. 얼굴이 한 톤 밝아 보인다는 잘 모르겠어요.,1
O0841,C170,P090,2025-11-14,1,5,친구가 좋다고 해서 샀는데 만족해요. 콜라겐 들어간 거 찾다가 샀는데 만족합니다. 공구 원하시면 01080328698 연락주세요.,0
O0842,C170,P153,2026-02-15,2,3,기대가 컸나 봐요. 판테놀 들어간 거 찾다가 샀는데 만족합니다.,0
O0843,C170,P005,2026-03-19,1,4,샘플 써보고 본품 구매했어요. 나이아신아마이드 들어간 거 찾다가 샀는데 만족합니다. 권지아 언니가 쓰는 거 보고 따라 샀습니다.,1
O0844,C171,P155,2025-08-04,1,3,나쁘진 않은데 특별하진 않네요. 세라마이드 들어간 거 찾다가 샀는데 만족합니다. 조지은 언니가 쓰는 거 보고 따라 샀습니다.,0
O0845,C171,P061,2025-09-18,1,5,재구매입니다. 중성인데 자극 없이 잘 썼어요. 재고 문의는 010 7817 5057 로 부탁드려요.,0
O0846,C171,P147,2025-10-02,1,4,샘플 써보고 본품 구매했어요. 올라오던 게 덜하다는 게 느껴져요. 신정우 언니가 쓰는 거 보고 따라 샀습니다.,0
O0847,C171,P042,2025-10-05,1,3,나쁘진 않은데 특별하진 않네요. 콜라겐 들어간 거 찾다가 샀는데 만족합니다. 카톡 아이디 jihoon75 입니다.,0
O0848,C171,P068,2026-01-24,1,5,재구매입니다. 중성인데 자극 없이 잘 썼어요.,0
O0849,C171,P183,2026-04-19,1,1,환불 고민 중입니다. 중성이라 그런지 발랐더니 조금 따가웠어요. 대구 일산동 사는데 근처 매장에도 있더라고요.,0
O0850,C171,P137,2026-07-11,1,4,재구매입니다. 향이 세지 않아서 좋아요.,0
O0851,C171,P130,2026-07-30,2,4,샘플 써보고 본품 구매했어요. 올라오던 게 덜하다는 게 느껴져요. 대구 일산동 사는데 근처 매장에도 있더라고요.,1
O0852,C172,P057,2025-12-18,1,5,재구매입니다. 지성인데 자극 없이 잘 썼어요.,0
O0853,C172,P194,2026-02-18,1,3,무난해요. 향이 세지 않아서 좋아요. 궁금하신 분은 010-1288-2157으로 문자주세요.,0
O0854,C172,P099,2026-04-14,1,4,두 통째 쓰는 중이에요. 프로폴리스 들어간 거 찾다가 샀는데 만족합니다.,1
O0855,C173,P154,2026-03-03,1,5,고민하다 샀는데 잘 산 것 같아요. 향이 세지 않아서 좋아요.,0
O0856,C173,P138,2026-05-08,2,4,샘플 써보고 본품 구매했어요. 겉돌던 게 없어졌다는 게 느껴져요.,0
O0857,C173,P180,2026-06-03,1,4,재구매입니다. 복합성인데 자극 없이 잘 썼어요.,1
O0858,C174,P011,2026-02-16,2,5,두 통째 쓰는 중이에요. 세라마이드 들어간 거 찾다가 샀는데 만족합니다. 궁금하신 분은 010-5066-3285으로 문자주세요.,0
O0859,C174,P033,2026-03-10,1,3,가격 생각하면 이 정도는 하는 것 같아요. 히알루론산 들어간 거 찾다가 샀는데 만족합니다.,0
O0860,C174,P174,2026-03-11,1,4,샘플 써보고 본품 구매했어요. 중성인데 자극 없이 잘 썼어요. 카톡 아이디 jungwoo42 입니다.,0
O0861,C174,P023,2026-03-29,1,1,환불 고민 중입니다. 생각보다 끈적여서 아침엔 못 쓰겠어요.,1
O0862,C175,P195,2025-07-15,1,4,고민하다 샀는데 잘 산 것 같아요. 향이 세지 않아서 좋아요.,0
O0863,C175,P014,2025-12-10,1,3,나쁘진 않은데 특별하진 않네요. 올라오던 게 덜하다는 게 느껴져요. 저는 조하윤인데 벌써 세 번째 재구매예요.,0
O0864,C175,P158,2026-02-08,1,5,친구가 좋다고 해서 샀는데 만족해요. 어성초 들어간 거 찾다가 샀는데 만족합니다.,0
O0865,C175,P113,2026-07-07,1,3,나쁘진 않은데 특별하진 않네요. 탱탱한 느낌이 오래간다는 게 느껴져요.,1
O0866,C176,P059,2025-07-19,1,2,다음엔 다른 거 살 것 같아요. 결이 정돈된 느낌이 든다는 잘 모르겠어요.,0
O0867,C176,P188,2025-09-28,2,4,두 통째 쓰는 중이에요. 히알루론산 들어간 거 찾다가 샀는데 만족합니다.,0
O0868,C176,P012,2025-11-09,1,3,무난해요. 촉촉하게 감싸는 제형이라 아침에 쓰기 좋아요.,0
O0869,C176,P033,2025-12-15,1,4,샘플 써보고 본품 구매했어요. 물처럼 묽은 제형이라 아침에 쓰기 좋아요.,0
O0870,C176,P079,2026-02-22,1,5,"친구가 좋다고 해서 샀는데 만족해요. 판테놀 들어간 거 찾다가 샀는데 만족합니다. 권다은이라고 하고요, 매장 직원분이 친절했어요.",0
O0871,C176,P117,2026-04-27,1,5,재구매입니다. 탱탱한 느낌이 오래간다는 게 느껴져요. 김가은 언니가 쓰는 거 보고 따라 샀습니다.,1
O0872,C177,P156,2025-07-07,1,1,저랑은 안 맞았어요. 용량 대비 가격이 아쉬워요.,0
O0873,C177,P155,2026-03-29,1,5,샘플 써보고 본품 구매했어요. 붉은 기가 빨리 가라앉는다는 게 느껴져요.,0
O0874,C177,P145,2026-07-31,1,2,환불 고민 중입니다. 용량 대비 가격이 아쉬워요. 카톡 아이디 siwoo89 입니다.,1
O0875,C178,P153,2025-12-21,1,2,저랑은 안 맞았어요. 생각보다 끈적여서 아침엔 못 쓰겠어요. 재고 문의는 010 3540 9316 로 부탁드려요.,0
O0876,C178,P117,2026-01-23,1,3,나쁘진 않은데 특별하진 않네요. 탱탱한 느낌이 오래간다는 게 느껴져요. 저는 정도현인데 벌써 세 번째 재구매예요.,0
O0877,C178,P191,2026-02-15,1,5,고민하다 샀는데 잘 산 것 같아요. 얼굴이 한 톤 밝아 보인다는 게 느껴져요. 카톡 아이디 donghyun44 입니다.,0
O0878,C178,P167,2026-03-28,1,4,두 통째 쓰는 중이에요. 쌀겨 들어간 거 찾다가 샀는데 만족합니다.,1
O0879,C179,P032,2025-09-01,1,5,친구가 좋다고 해서 샀는데 만족해요. 세라마이드 들어간 거 찾다가 샀는데 만족합니다.,0
O0880,C179,P192,2025-10-07,1,4,두 통째 쓰는 중이에요. 향이 세지 않아서 좋아요.,0
O0881,C179,P010,2025-11-30,1,5,샘플 써보고 본품 구매했어요. 건성인데 자극 없이 잘 썼어요. 공구 원하시면 01074254433 연락주세요.,0
O0882,C179,P128,2026-02-14,1,3,"가격 생각하면 이 정도는 하는 것 같아요. 향이 세지 않아서 좋아요. 안미연이라고 하고요, 매장 직원분이 친절했어요.",0
O0883,C179,P166,2026-02-19,1,4,두 통째 쓰는 중이에요. 향이 세지 않아서 좋아요. 궁금하신 분은 010-7425-4433으로 문자주세요.,0
O0884,C179,P068,2026-07-14,1,4,샘플 써보고 본품 구매했어요. 세라마이드 들어간 거 찾다가 샀는데 만족합니다.,0
O0885,C179,P033,2026-07-30,1,4,샘플 써보고 본품 구매했어요. 향이 세지 않아서 좋아요.,1
O0886,C180,P006,2025-07-10,1,5,두 통째 쓰는 중이에요. 올라오던 게 덜하다는 게 느껴져요.,0
O0887,C180,P049,2025-12-24,1,4,친구가 좋다고 해서 샀는데 만족해요. 지성인데 자극 없이 잘 썼어요.,0
O0888,C180,P172,2026-01-17,2,1,광고를 너무 믿었나 봐요. 생각보다 끈적여서 아침엔 못 쓰겠어요.,0
O0889,C180,P187,2026-02-26,1,5,두 통째 쓰는 중이에요. 얼굴이 한 톤 밝아 보인다는 게 느껴져요.,0
O0890,C180,P043,2026-05-07,2,5,샘플 써보고 본품 구매했어요. 가볍게 스미는 제형이라 아침에 쓰기 좋아요. 재고 문의는 010 4706 9160 로 부탁드려요.,1
O0891,C181,P170,2025-08-02,1,5,친구가 좋다고 해서 샀는데 만족해요. 세라마이드 들어간 거 찾다가 샀는데 만족합니다. 샘플 문의는 yerin55@example.com 로 주세요.,0
O0892,C181,P024,2025-08-22,1,1,환불 고민 중입니다. 지성이라 그런지 발랐더니 조금 따가웠어요.,0
O0893,C181,P194,2025-10-15,2,3,나쁘진 않은데 특별하진 않네요. 지성인데 자극 없이 잘 썼어요.,0
O0894,C181,P011,2025-12-27,1,5,고민하다 샀는데 잘 산 것 같아요. 향이 세지 않아서 좋아요. 재고 문의는 010 1159 8256 로 부탁드려요.,0
O0895,C181,P190,2026-02-17,1,5,샘플 써보고 본품 구매했어요. 향이 세지 않아서 좋아요.,0
O0896,C181,P168,2026-03-28,1,5,친구가 좋다고 해서 샀는데 만족해요. 결이 정돈된 느낌이 든다는 게 느껴져요. 궁금하신 분은 010-1159-8256으로 문자주세요.,0
O0897,C181,P063,2026-04-25,1,5,친구가 좋다고 해서 샀는데 만족해요. 병풀 들어간 거 찾다가 샀는데 만족합니다. 저는 임예린인데 벌써 세 번째 재구매예요.,0
O0898,C181,P090,2026-05-17,1,5,친구가 좋다고 해서 샀는데 만족해요. 지성인데 자극 없이 잘 썼어요.,0
O0899,C181,P001,2026-07-22,1,5,샘플 써보고 본품 구매했어요. 산뜻한 제형이라 아침에 쓰기 좋아요. 카톡 아이디 donghyun47 입니다.,1
O0900,C182,P176,2025-08-03,1,5,고민하다 샀는데 잘 산 것 같아요. 눈가가 덜 접힌다는 게 느껴져요.,0
O0901,C182,P048,2025-12-02,1,5,고민하다 샀는데 잘 산 것 같아요. 민감성인데 자극 없이 잘 썼어요.,0
O0902,C182,P070,2026-01-20,1,2,저랑은 안 맞았어요. 민감성이라 그런지 발랐더니 조금 따가웠어요.,0
O0903,C182,P053,2026-02-07,2,4,샘플 써보고 본품 구매했어요. 산뜻한 제형이라 아침에 쓰기 좋아요.,0
O0904,C182,P177,2026-03-19,1,5,고민하다 샀는데 잘 산 것 같아요. 민감성인데 자극 없이 잘 썼어요. 궁금하신 분은 010-4146-6953으로 문자주세요.,0
O0905,C182,P166,2026-04-02,1,4,두 통째 쓰는 중이에요. 민감성인데 자극 없이 잘 썼어요.,0
O0906,C182,P082,2026-07-04,1,4,두 통째 쓰는 중이에요. 얼굴이 한 톤 밝아 보인다는 게 느껴져요. 천안 사는 장유진입니다. 배송 빨랐어요.,1
O0907,C183,P043,2025-08-06,1,5,고민하다 샀는데 잘 산 것 같아요. 세라마이드 들어간 거 찾다가 샀는데 만족합니다.,0
O0908,C183,P086,2025-12-03,1,2,환불 고민 중입니다. 탱탱한 느낌이 오래간다는 잘 모르겠어요.,0
O0909,C183,P108,2026-06-10,1,5,친구가 좋다고 해서 샀는데 만족해요. 세라마이드 들어간 거 찾다가 샀는데 만족합니다. 공구 원하시면 01018696254 연락주세요.,1
O0910,C184,P108,2025-07-12,1,4,두 통째 쓰는 중이에요. 눈가가 덜 접힌다는 게 느껴져요. 임상우 언니가 쓰는 거 보고 따라 샀습니다.,0
O0911,C184,P178,2026-02-04,1,5,재구매입니다. 가볍게 스미는 제형이라 아침에 쓰기 좋아요.,0
O0912,C184,P081,2026-04-21,1,4,샘플 써보고 본품 구매했어요. 판테놀 들어간 거 찾다가 샀는데 만족합니다.,0
O0913,C184,P112,2026-07-16,1,4,고민하다 샀는데 잘 산 것 같아요. 어성초 들어간 거 찾다가 샀는데 만족합니다. 궁금하신 분은 010-9490-1562으로 문자주세요.,0
O0914,C184,P144,2026-07-31,1,5,재구매입니다. 건성인데 자극 없이 잘 썼어요.,1
O0915,C185,P176,2026-02-27,1,4,샘플 써보고 본품 구매했어요. 콜라겐 들어간 거 찾다가 샀는데 만족합니다.,0
O0916,C185,P129,2026-05-06,1,5,샘플 써보고 본품 구매했어요. 향이 세지 않아서 좋아요.,1
O0917,C186,P041,2025-10-31,3,3,가격 생각하면 이 정도는 하는 것 같아요. 복합성인데 자극 없이 잘 썼어요. 샘플 문의는 chaewon53@example.com 로 주세요.,0
O0918,C186,P013,2026-03-11,2,1,다음엔 다른 거 살 것 같아요. 붉은 기가 빨리 가라앉는다는 잘 모르겠어요.,0
O0919,C186,P012,2026-05-18,1,1,저랑은 안 맞았어요. 용량 대비 가격이 아쉬워요. 광주 구월동 사는데 근처 매장에도 있더라고요.,0
O0920,C186,P115,2026-07-20,1,5,두 통째 쓰는 중이에요. 향이 세지 않아서 좋아요. 저는 임채원인데 벌써 세 번째 재구매예요.,1
O0921,C187,P096,2025-11-09,1,5,고민하다 샀는데 잘 산 것 같아요. 레티놀 들어간 거 찾다가 샀는데 만족합니다.,0
O0922,C187,P144,2026-03-19,1,5,"친구가 좋다고 해서 샀는데 만족해요. 중성인데 자극 없이 잘 썼어요. 장다은이라고 하고요, 매장 직원분이 친절했어요.",0
O0923,C187,P188,2026-04-18,1,4,재구매입니다. 히알루론산 들어간 거 찾다가 샀는데 만족합니다.,0
O0924,C187,P149,2026-04-22,1,3,나쁘진 않은데 특별하진 않네요. 탱탱한 느낌이 오래간다는 게 느껴져요. 궁금하신 분은 010-3551-6475으로 문자주세요.,0
O0925,C187,P103,2026-06-05,1,4,재구매입니다. 가볍게 스미는 제형이라 아침에 쓰기 좋아요. 재고 문의는 010 3551 6475 로 부탁드려요.,0
O0926,C187,P095,2026-07-07,1,3,가격 생각하면 이 정도는 하는 것 같아요. 얼굴이 한 톤 밝아 보인다는 게 느껴져요. 카톡 아이디 jaemin18 입니다.,0
O0927,C187,P173,2026-07-08,1,5,고민하다 샀는데 잘 산 것 같아요. 향이 세지 않아서 좋아요.,0
O0928,C187,P126,2026-07-17,1,5,재구매입니다. 판테놀 들어간 거 찾다가 샀는데 만족합니다.,1
O0929,C188,P139,2025-07-27,1,5,재구매입니다. 젤 같은 제형이라 아침에 쓰기 좋아요. 카톡 아이디 soyul25 입니다.,0
O0930,C188,P149,2025-09-15,1,4,샘플 써보고 본품 구매했어요. 중성인데 자극 없이 잘 썼어요. 저는 한지훈인데 벌써 세 번째 재구매예요.,0
O0931,C188,P126,2025-10-09,1,2,환불 고민 중입니다. 중성이라 그런지 발랐더니 조금 따가웠어요.,0
O0932,C188,P196,2025-12-25,1,4,고민하다 샀는데 잘 산 것 같아요. 속건조가 덜하다는 게 느껴져요.,0
O0933,C188,P014,2026-04-02,1,3,무난해요. 촉촉하게 감싸는 제형이라 아침에 쓰기 좋아요.,1
O0934,C189,P152,2025-12-11,1,4,친구가 좋다고 해서 샀는데 만족해요. 중성인데 자극 없이 잘 썼어요. 궁금하신 분은 010-3349-3205으로 문자주세요.,0
O0935,C189,P072,2026-03-04,1,4,재구매입니다. 향이 세지 않아서 좋아요. 재고 문의는 010 3349 3205 로 부탁드려요.,0
O0936,C189,P055,2026-05-01,1,4,두 통째 쓰는 중이에요. 촉촉하게 감싸는 제형이라 아침에 쓰기 좋아요.,0
O0937,C189,P174,2026-06-07,1,3,무난해요. 중성인데 자극 없이 잘 썼어요. 궁금하신 분은 010-3349-3205으로 문자주세요.,1
O0938,C190,P078,2025-07-26,1,4,두 통째 쓰는 중이에요. 병풀 들어간 거 찾다가 샀는데 만족합니다. 조다은님이 추천해줘서 샀어요.,0
O0939,C190,P079,2026-01-20,1,4,재구매입니다. 중성인데 자극 없이 잘 썼어요.,0
O0940,C190,P140,2026-01-28,1,4,재구매입니다. 향이 세지 않아서 좋아요.,0
O0941,C190,P126,2026-02-01,2,3,무난해요. 산뜻한 제형이라 아침에 쓰기 좋아요. 천안 사는 안미연입니다. 배송 빨랐어요.,0
O0942,C190,P170,2026-04-14,1,5,고민하다 샀는데 잘 산 것 같아요. 향이 세지 않아서 좋아요.,0
O0943,C190,P129,2026-05-22,1,1,다음엔 다른 거 살 것 같아요. 용량 대비 가격이 아쉬워요.,0
O0944,C190,P057,2026-08-05,1,4,샘플 써보고 본품 구매했어요. 히알루론산 들어간 거 찾다가 샀는데 만족합니다.,1
O0945,C191,P147,2025-11-06,1,5,두 통째 쓰는 중이에요. 올라오던 게 덜하다는 게 느껴져요.,0
O0946,C191,P161,2026-01-09,1,4,친구가 좋다고 해서 샀는데 만족해요. 건성인데 자극 없이 잘 썼어요. 고양 수성동 사는데 근처 매장에도 있더라고요.,0
O0947,C191,P078,2026-02-27,1,4,친구가 좋다고 해서 샀는데 만족해요. 건성인데 자극 없이 잘 썼어요.,0
O0948,C191,P089,2026-05-16,2,5,샘플 써보고 본품 구매했어요. 건성인데 자극 없이 잘 썼어요.,0
O0949,C191,P044,2026-07-20,1,4,"고민하다 샀는데 잘 산 것 같아요. 향이 세지 않아서 좋아요. 김예린이라고 하고요, 매장 직원분이 친절했어요.",1
